State Name,Sector,Year,Geography ID,Source,Consumption MMBtu,Expenditure US Dollars
Alabama,residential,2047,G01,elec,84772875.47145852,2780560809.3884034
Alabama,commercial,2048,G01,elec,94715432.36384596,2559303042.154439
Alabama,industrial,2048,G01,elec,137177386.3507217,2271301691.3946877
Alabama,residential,2048,G01,elec,84600559.42703508,2781218866.4978547
Alabama,commercial,2049,G01,elec,94829469.63893579,2559319374.007102
Alabama,industrial,2049,G01,elec,138058295.8982627,2289890890.783767
Alabama,residential,2049,G01,elec,84539363.57695521,2779509012.725522
Alabama,commercial,2050,G01,elec,95011580.38373245,2567459549.6418443
Alabama,industrial,2050,G01,elec,139729168.9818423,2323212069.4873934
Alabama,residential,2050,G01,elec,84477347.34536782,2782762715.5685387
Alaska,commercial,2017,G02,elec,10168111.577496128,523689310.44170433
Alaska,industrial,2017,G02,elec,4700742.2563587,218114006.75561965
Alaska,residential,2017,G02,elec,6072214.595597691,372579940.1513864
Alaska,commercial,2018,G02,elec,10052648.67278321,507043408.8461071
Alaska,industrial,2018,G02,elec,4800861.651067299,227742964.59776634
Alaska,residential,2018,G02,elec,5918627.697030443,358797186.9564035
Alaska,commercial,2019,G02,elec,9763877.739417545,477175693.3608946
Alaska,industrial,2019,G02,elec,5111083.223934148,233736097.17433974
Alaska,residential,2019,G02,elec,5713923.944463786,346043814.95734483
Alaska,commercial,2020,G02,elec,9713284.96313124,457919254.5441408
Alaska,industrial,2020,G02,elec,5231059.254243145,218101779.44080177
Alaska,residential,2020,G02,elec,5706495.182436714,333836844.6205334
Alaska,commercial,2021,G02,elec,9703266.973614024,442103292.69521433
Alaska,industrial,2021,G02,elec,5352390.703924349,215757880.3971291
Alaska,residential,2021,G02,elec,5629605.199154051,317222455.5364344
Alaska,commercial,2022,G02,elec,9489746.850159418,451519505.1878488
Alaska,industrial,2022,G02,elec,5428146.437481109,224758090.40296268
Alaska,residential,2022,G02,elec,5551641.166750898,320031738.3674248
Alaska,commercial,2023,G02,elec,9333146.369701324,455408417.0640603
Alaska,industrial,2023,G02,elec,5475805.00084334,227975379.76094764
Alaska,residential,2023,G02,elec,5444107.0470587,325688813.4967044
Alaska,commercial,2024,G02,elec,9230576.571699329,453077761.4578481
Alaska,industrial,2024,G02,elec,5523066.046441068,230237384.0177494
Alaska,residential,2024,G02,elec,5346914.774628488,323882127.3057212
Alaska,commercial,2025,G02,elec,9040994.004261823,464190756.641091
Alaska,industrial,2025,G02,elec,5618115.328477664,242571042.5121636
Alaska,residential,2025,G02,elec,5247229.357437869,328358406.38359886
Alaska,commercial,2026,G02,elec,8947229.473274209,469751741.2574495
Alaska,industrial,2026,G02,elec,5723866.082232001,249450666.84057716
Alaska,residential,2026,G02,elec,5147453.239298317,334187677.9556201
Alaska,commercial,2027,G02,elec,8807110.833515983,465394214.3349888
Alaska,industrial,2027,G02,elec,5811764.47499961,252637396.48101166
Alaska,residential,2027,G02,elec,5063927.406025365,333513377.50369436
Alaska,commercial,2028,G02,elec,8698009.802920818,460402630.5654923
Alaska,industrial,2028,G02,elec,6007539.4418442575,261395172.79480693
Alaska,residential,2028,G02,elec,5000056.332801325,333227284.1828003
Alaska,commercial,2029,G02,elec,8648249.312390128,461824861.05564165
Alaska,industrial,2029,G02,elec,6158983.934151047,269038913.74603605
Alaska,residential,2029,G02,elec,4938343.200941879,334885882.2682229
Alaska,commercial,2030,G02,elec,8495624.91941781,460165507.31416255
Alaska,industrial,2030,G02,elec,6314144.922135887,278199733.3650178
Alaska,residential,2030,G02,elec,4879120.36761033,337065177.0958134
Alaska,commercial,2031,G02,elec,8410442.516600227,459896135.0467552
Alaska,industrial,2031,G02,elec,6483729.958583208,287991086.6957487
Alaska,residential,2031,G02,elec,4810206.929301735,338794149.49121094
Alaska,commercial,2032,G02,elec,8311506.3400544925,458800595.3386569
Alaska,industrial,2032,G02,elec,6607703.015901502,296512474.8328887
Alaska,residential,2032,G02,elec,4745852.334649749,340104296.7585422
Alaska,commercial,2033,G02,elec,8213216.998962254,453666258.7591951
Alaska,industrial,2033,G02,elec,6761305.099539839,303412811.38707805
Alaska,residential,2033,G02,elec,4688266.989373627,339483176.6326034
Alaska,commercial,2034,G02,elec,8165486.23465856,451137287.2570462
Alaska,industrial,2034,G02,elec,6920375.324029131,310968431.57196975
Alaska,residential,2034,G02,elec,4632469.48302193,338862118.65028214
Alaska,commercial,2035,G02,elec,8082948.817139942,447688283.48637843
Alaska,industrial,2035,G02,elec,7083532.501276132,318690137.5019599
Alaska,residential,2035,G02,elec,4584648.3575780485,339053273.44382054
Alaska,commercial,2036,G02,elec,8028132.781709927,449249756.1084156
Alaska,industrial,2036,G02,elec,7244683.075802021,328168896.97139657
Alaska,residential,2036,G02,elec,4535353.2349301195,340760524.1640282
Alaska,commercial,2037,G02,elec,7975515.347816722,448026754.90886176
Alaska,industrial,2037,G02,elec,7407870.36339534,335994635.82437795
Alaska,residential,2037,G02,elec,4485570.199974212,340990382.22192687
Alaska,commercial,2038,G02,elec,7916780.677194755,443703487.9525714
Alaska,industrial,2038,G02,elec,7545386.365827331,341686162.8126953
Alaska,residential,2038,G02,elec,4448318.777265577,340235430.20628566
Alaska,commercial,2039,G02,elec,7897915.502600819,440916424.5250734
Alaska,industrial,2039,G02,elec,7679355.267226305,347007495.2141897
Alaska,residential,2039,G02,elec,4413766.608399137,339291378.0230378
Alaska,commercial,2040,G02,elec,7853966.635484246,436051534.54199
Alaska,industrial,2040,G02,elec,7812186.796909054,352274978.2258762
Alaska,residential,2040,G02,elec,4375699.869240186,337707107.54800934
Alaska,commercial,2041,G02,elec,7827090.77337604,434769881.64191276
Alaska,industrial,2041,G02,elec,7940676.766586996,358414764.35459906
Alaska,residential,2041,G02,elec,4330182.096765363,337067839.08203983
Alaska,commercial,2042,G02,elec,7810702.919271511,433690806.3601374
Alaska,industrial,2042,G02,elec,8062060.767716453,363163917.7657063
Alaska,residential,2042,G02,elec,4277024.757196951,335921002.75011563
Alaska,commercial,2043,G02,elec,7788905.792185031,430199378.84052706
Alaska,industrial,2043,G02,elec,8180376.251069324,367665773.94008785
Alaska,residential,2043,G02,elec,4231488.777520769,333885667.11453956
Alaska,commercial,2044,G02,elec,7796427.284294481,428620594.27074087
Alaska,industrial,2044,G02,elec,8298754.505471129,372621438.21940356
Alaska,residential,2044,G02,elec,4189707.9993557325,332601362.5009012
Alaska,commercial,2045,G02,elec,7797633.3535477305,428028372.8669094
Alaska,industrial,2045,G02,elec,8448859.418201668,380012712.3450566
Alaska,residential,2045,G02,elec,4148157.5343103055,332158419.62162554
Alaska,commercial,2046,G02,elec,7807346.308787088,427728395.06064665
Alaska,industrial,2046,G02,elec,8528181.598714853,384444719.9562226
Alaska,residential,2046,G02,elec,4109653.517999823,331881549.71770585
Alaska,commercial,2047,G02,elec,7836520.340714417,427381066.21226776
Alaska,industrial,2047,G02,elec,8661619.62826332,390265998.1799544
Alaska,residential,2047,G02,elec,4064545.9499569135,330307083.6248899
Alaska,commercial,2048,G02,elec,7859800.222806149,427049483.02660453
Alaska,industrial,2048,G02,elec,8789763.391760413,396858032.54043084
Alaska,residential,2048,G02,elec,4019057.5464841076,328737044.6287175
Alaska,commercial,2049,G02,elec,7904916.932854808,427110390.68357015
Alaska,industrial,2049,G02,elec,8897114.843433736,401659217.31271845
Alaska,residential,2049,G02,elec,3974307.3184664776,326756390.73964196
Alaska,commercial,2050,G02,elec,7955597.856072102,426634351.9525432
Alaska,industrial,2050,G02,elec,9030921.312847175,407159083.8379128
Alaska,residential,2050,G02,elec,3925807.075172837,323753537.9078405
Arizona,commercial,2017,G04,elec,128923724.16504066,3862610834.2993774
Arizona,industrial,2017,G04,elec,50799320.155601144,939096856.1359193
Arizona,residential,2017,G04,elec,105420158.71503311,3836051818.9934583
Arizona,commercial,2018,G04,elec,128941972.48233515,3807664305.8418317
Arizona,industrial,2018,G04,elec,52583501.71669181,993826682.621851
Arizona,residential,2018,G04,elec,106033869.53633958,3757115392.307398
Arizona,commercial,2019,G04,elec,126924782.08587277,3660212491.5201664
Arizona,industrial,2019,G04,elec,55102065.990675755,1003959255.7186948
Arizona,residential,2019,G04,elec,106363093.21420322,3672243283.543089
Arizona,commercial,2020,G04,elec,126387411.67806685,3413476541.3276696
Arizona,industrial,2020,G04,elec,54746551.334852494,909414147.4385546
Arizona,residential,2020,G04,elec,106803529.02333722,3571368894.757701
Arizona,commercial,2021,G04,elec,125372534.35716502,3280973845.332934
Arizona,industrial,2021,G04,elec,55266996.588222265,887605721.8802104
Arizona,residential,2021,G04,elec,106104909.21416253,3460776262.342055
Arizona,commercial,2022,G04,elec,124300133.33029433,3212672325.8897824
Arizona,industrial,2022,G04,elec,55586897.94794708,917004753.4572207
Arizona,residential,2022,G04,elec,105544601.49589552,3446060215.913571
Arizona,commercial,2023,G04,elec,123876379.79662111,3176415663.084583
Arizona,industrial,2023,G04,elec,55920022.94326395,927561436.8001403
Arizona,residential,2023,G04,elec,104953098.82292134,3439321118.3420253
Arizona,commercial,2024,G04,elec,123481461.45106001,3149605982.5449553
Arizona,industrial,2024,G04,elec,56086028.52144432,931506015.5747638
Arizona,residential,2024,G04,elec,104220608.87556426,3439409649.723484
Arizona,commercial,2025,G04,elec,123175218.94182532,3138233263.5337043
Arizona,industrial,2025,G04,elec,56889882.14558693,978630413.7165446
Arizona,residential,2025,G04,elec,103493434.08054592,3449467223.989667
Arizona,commercial,2026,G04,elec,122660529.08296314,3116552755.4935317
Arizona,industrial,2026,G04,elec,57912819.345840074,1005553733.7116448
Arizona,residential,2026,G04,elec,102901127.04643042,3453655427.4831843
Arizona,commercial,2027,G04,elec,122213037.851938,3084716548.870727
Arizona,industrial,2027,G04,elec,58484959.72936971,1012906122.6776
Arizona,residential,2027,G04,elec,102450788.2582998,3454085735.0859895
Arizona,commercial,2028,G04,elec,121859132.81083804,3053418306.4901814
Arizona,industrial,2028,G04,elec,59605285.63434633,1033287262.4916922
Arizona,residential,2028,G04,elec,102170835.63914143,3453062146.596953
Arizona,commercial,2029,G04,elec,121557928.07798947,3024724017.67338
Arizona,industrial,2029,G04,elec,60424649.288170144,1051612011.3988811
Arizona,residential,2029,G04,elec,101898944.57870787,3454158249.265054
Arizona,commercial,2030,G04,elec,121027164.30215758,3000733559.1393933
Arizona,industrial,2030,G04,elec,61447940.53321158,1078660723.9982586
Arizona,residential,2030,G04,elec,101577976.74552993,3458368405.6257744
Arizona,commercial,2031,G04,elec,120517367.3495199,2995156159.049277
Arizona,industrial,2031,G04,elec,62705883.5820902,1109680079.2860863
Arizona,residential,2031,G04,elec,101220639.83507004,3478240670.1240106
Arizona,commercial,2032,G04,elec,120006992.6201282,3004108761.223547
Arizona,industrial,2032,G04,elec,63618838.59064073,1137400882.131329
Arizona,residential,2032,G04,elec,100752504.70412076,3506642808.5851946
Arizona,commercial,2033,G04,elec,119563766.12369324,2992597018.428666
Arizona,industrial,2033,G04,elec,64648315.12665673,1155835320.3340995
Arizona,residential,2033,G04,elec,100401799.60222627,3521554499.637897
Arizona,commercial,2034,G04,elec,119208043.46082924,2982419388.314726
Arizona,industrial,2034,G04,elec,65717638.34898876,1176532618.927749
Arizona,residential,2034,G04,elec,100205696.59317863,3536032652.7421484
Arizona,commercial,2035,G04,elec,118937643.09853034,2965789319.8143177
Arizona,industrial,2035,G04,elec,66951854.32654388,1200098001.466061
Arizona,residential,2035,G04,elec,100061496.98711114,3541796399.2508173
Arizona,commercial,2036,G04,elec,118771582.15188633,2945627970.400333
Arizona,industrial,2036,G04,elec,68100571.87921132,1229034727.7015042
Arizona,residential,2036,G04,elec,99924822.58622366,3544857872.8215766
Arizona,commercial,2037,G04,elec,118647405.47533031,2934020858.5848455
Arizona,industrial,2037,G04,elec,69152969.18115675,1249640730.5687761
Arizona,residential,2037,G04,elec,99820313.21256134,3551455850.5359025
Arizona,commercial,2038,G04,elec,118585488.2633459,2922623019.0782313
Arizona,industrial,2038,G04,elec,70028597.78459078,1263446070.2212887
Arizona,residential,2038,G04,elec,99750692.37821023,3557414552.704121
Arizona,commercial,2039,G04,elec,118543267.44245502,2914020804.0553145
Arizona,industrial,2039,G04,elec,70915859.42404558,1276711693.634632
Arizona,residential,2039,G04,elec,99625626.12998413,3564058425.0978374
Arizona,commercial,2040,G04,elec,118380353.76517025,2907360125.850697
Arizona,industrial,2040,G04,elec,71913050.1432171,1291969487.3333611
Arizona,residential,2040,G04,elec,99507146.66464,3576501021.889983
Arizona,commercial,2041,G04,elec,118287537.8916036,2898483976.773725
Arizona,industrial,2041,G04,elec,72963653.3704829,1312110209.9355042
Arizona,residential,2041,G04,elec,99250173.43717927,3582545483.5573244
Arizona,commercial,2042,G04,elec,118289726.0261168,2880407235.2666583
Arizona,industrial,2042,G04,elec,73753594.86808579,1323656170.5168197
Arizona,residential,2042,G04,elec,99085404.89091857,3577342347.645696
Arizona,commercial,2043,G04,elec,118393939.13649593,2865732696.815948
Arizona,industrial,2043,G04,elec,74535324.31867316,1334680881.2807488
Arizona,residential,2043,G04,elec,98935825.48412001,3568107300.0221114
Arizona,commercial,2044,G04,elec,118538725.61350827,2863598461.463618
Arizona,industrial,2044,G04,elec,75425303.9009845,1349296391.6516936
Arizona,residential,2044,G04,elec,98831555.13644437,3573942323.8995285
Arizona,commercial,2045,G04,elec,118695202.28239098,2876059565.27013
Arizona,industrial,2045,G04,elec,76512742.30453566,1371100151.9366107
Arizona,residential,2045,G04,elec,98580285.56447764,3593837272.5896664
Arizona,commercial,2046,G04,elec,118887026.94391388,2891327273.236587
Arizona,industrial,2046,G04,elec,77257439.13006255,1387564369.4270952
Arizona,residential,2046,G04,elec,98275605.18485077,3613328940.6126604
Arizona,commercial,2047,G04,elec,119171232.24338844,2893532719.8804116
Arizona,industrial,2047,G04,elec,78182827.11914256,1403486849.682332
Arizona,residential,2047,G04,elec,97911723.80923776,3611797782.261964
Arizona,commercial,2048,G04,elec,119498156.92295524,2914137193.462549
Arizona,industrial,2048,G04,elec,79030659.93678893,1421637820.8047993
Arizona,residential,2048,G04,elec,97468039.9699809,3626539712.1107974
Arizona,commercial,2049,G04,elec,119890393.59120053,2930390611.5278063
Arizona,industrial,2049,G04,elec,79882385.42832562,1436795424.511363
Arizona,residential,2049,G04,elec,96997266.41609138,3636392637.8345156
Arizona,commercial,2050,G04,elec,120354110.18550193,2942989273.18878
Arizona,industrial,2050,G04,elec,80903823.33832186,1453237131.8968494
Arizona,residential,2050,G04,elec,96527021.31375045,3637727451.3308077
Arkansas,commercial,2017,G05,elec,52857589.974713445,1318724682.5024908
Arkansas,industrial,2017,G05,elec,52871595.475320086,954936322.5013636
Arkansas,residential,2017,G05,elec,48218543.105144136,1428289476.0108373
Arkansas,commercial,2018,G05,elec,53854871.602050744,1446663019.4333906
Arkansas,industrial,2018,G05,elec,53399853.74340456,933590576.7983371
Arkansas,residential,2018,G05,elec,51825236.39268211,1403451138.3595116
Arkansas,commercial,2019,G05,elec,52770889.16167968,1372773960.2340817
Arkansas,industrial,2019,G05,elec,56084328.331378475,986173262.6955884
Arkansas,residential,2019,G05,elec,51685285.074370034,1364867962.1367278
Arkansas,commercial,2020,G05,elec,53069885.50370978,1371065862.1252742
Arkansas,industrial,2020,G05,elec,55011089.2997625,917554265.7195101
Arkansas,residential,2020,G05,elec,51636652.26771971,1392631182.7797804
Arkansas,commercial,2021,G05,elec,52804584.78340922,1346728353.1005151
Arkansas,industrial,2021,G05,elec,55284836.98930719,911093254.209952
Arkansas,residential,2021,G05,elec,51030473.707214594,1372594158.441686
Arkansas,commercial,2022,G05,elec,52580518.908747874,1333851173.052486
Arkansas,industrial,2022,G05,elec,54673948.16692194,892915669.6730906
Arkansas,residential,2022,G05,elec,50573114.371735826,1359528766.4938583
Arkansas,commercial,2023,G05,elec,52291406.1294809,1328429724.2548208
Arkansas,industrial,2023,G05,elec,55004976.52960032,898848906.4397264
Arkansas,residential,2023,G05,elec,50232555.74211201,1353457733.7227294
Arkansas,commercial,2024,G05,elec,51937935.42945133,1343555850.4658914
Arkansas,industrial,2024,G05,elec,54728320.02762738,899345279.567094
Arkansas,residential,2024,G05,elec,49780515.17104595,1364888284.5149803
Arkansas,commercial,2025,G05,elec,51547545.154868886,1365580456.538843
Arkansas,industrial,2025,G05,elec,55508307.477246225,922485697.2816383
Arkansas,residential,2025,G05,elec,49300025.27036166,1382430836.0233183
Arkansas,commercial,2026,G05,elec,51055061.290745065,1370822183.1337795
Arkansas,industrial,2026,G05,elec,55416892.23674807,923328717.7146183
Arkansas,residential,2026,G05,elec,48916522.2468145,1387925442.3578331
Arkansas,commercial,2027,G05,elec,50670150.34407086,1368184070.0171776
Arkansas,industrial,2027,G05,elec,55925633.13371738,930073927.191042
Arkansas,residential,2027,G05,elec,48612989.60204568,1388031698.6401548
Arkansas,commercial,2028,G05,elec,50322660.40132119,1363196958.453563
Arkansas,industrial,2028,G05,elec,55840809.95357536,927150582.933251
Arkansas,residential,2028,G05,elec,48412836.05024857,1387816940.5189643
Arkansas,commercial,2029,G05,elec,50048949.049179874,1358414244.552927
Arkansas,industrial,2029,G05,elec,56532527.83158964,935395702.2590159
Arkansas,residential,2029,G05,elec,48266968.375343,1387341942.6265762
Arkansas,commercial,2030,G05,elec,49648710.28329415,1352150621.6961339
Arkansas,industrial,2030,G05,elec,56694942.63027411,936341459.7374119
Arkansas,residential,2030,G05,elec,48089083.5991847,1386202913.9607153
Arkansas,commercial,2031,G05,elec,49299417.3559802,1345823856.1250663
Arkansas,industrial,2031,G05,elec,57665126.24720838,950860632.4739473
Arkansas,residential,2031,G05,elec,47961154.68246069,1385211308.0923707
Arkansas,commercial,2032,G05,elec,48977137.64754808,1336879869.2893922
Arkansas,industrial,2032,G05,elec,57793529.600609116,954719042.4769528
Arkansas,residential,2032,G05,elec,47861763.07799675,1382405912.5330195
Arkansas,commercial,2033,G05,elec,48701337.81133663,1333156104.357161
Arkansas,industrial,2033,G05,elec,58829901.016223334,973093160.2218261
Arkansas,residential,2033,G05,elec,47776038.880849,1383505357.9037056
Arkansas,commercial,2034,G05,elec,48439125.58511624,1324854323.6560082
Arkansas,industrial,2034,G05,elec,59009045.389986694,975566579.3802309
Arkansas,residential,2034,G05,elec,47795359.05308908,1381262214.17696
Arkansas,commercial,2035,G05,elec,48224641.20410532,1322051532.8855119
Arkansas,industrial,2035,G05,elec,59962978.88122553,991187583.183966
Arkansas,residential,2035,G05,elec,47805598.13458877,1382840353.070416
Arkansas,commercial,2036,G05,elec,47980042.304231234,1324671713.9383786
Arkansas,industrial,2036,G05,elec,60131867.84375062,994570487.16767
Arkansas,residential,2036,G05,elec,47773114.87936891,1389221902.158531
Arkansas,commercial,2037,G05,elec,47772694.41511284,1323052002.9387777
Arkansas,industrial,2037,G05,elec,61161686.490780495,1011028862.1107419
Arkansas,residential,2037,G05,elec,47784104.30666525,1394344942.8237047
Arkansas,commercial,2038,G05,elec,47554476.61696024,1329166179.770926
Arkansas,industrial,2038,G05,elec,61314094.487498164,1012871522.6597508
Arkansas,residential,2038,G05,elec,47718650.9238801,1402886339.2424104
Arkansas,commercial,2039,G05,elec,47404465.96898295,1323744302.3004339
Arkansas,industrial,2039,G05,elec,62238441.84493109,1028641121.9611435
Arkansas,residential,2039,G05,elec,47726416.493245944,1401623629.4573913
Arkansas,commercial,2040,G05,elec,47197746.82091125,1307943555.8818574
Arkansas,industrial,2040,G05,elec,62349043.08042684,1029386109.9175285
Arkansas,residential,2040,G05,elec,47774777.37848532,1393786322.1140954
Arkansas,commercial,2041,G05,elec,47020650.88843556,1315673069.914382
Arkansas,industrial,2041,G05,elec,63302800.39218766,1047442584.8777629
Arkansas,residential,2041,G05,elec,47752348.11257968,1403989675.3101532
Arkansas,commercial,2042,G05,elec,46868085.46289639,1300953549.7786958
Arkansas,industrial,2042,G05,elec,63423476.21249121,1042839069.2763076
Arkansas,residential,2042,G05,elec,47772155.23296497,1395660782.0124555
Arkansas,commercial,2043,G05,elec,46766962.26713489,1303227847.2246263
Arkansas,industrial,2043,G05,elec,64333987.23056053,1058824520.1105973
Arkansas,residential,2043,G05,elec,47802953.147591,1400727168.0949032
Arkansas,commercial,2044,G05,elec,46673390.18327586,1299279190.1721592
Arkansas,industrial,2044,G05,elec,64446339.4089222,1057190852.1562876
Arkansas,residential,2044,G05,elec,47811857.88563276,1399900915.777986
Arkansas,commercial,2045,G05,elec,46614065.22483928,1299701763.6153238
Arkansas,industrial,2045,G05,elec,65424259.30084518,1074119873.9154317
Arkansas,residential,2045,G05,elec,47835736.16457922,1402563824.368191
Arkansas,commercial,2046,G05,elec,46558774.591824844,1300627531.5038013
Arkansas,industrial,2046,G05,elec,65507391.385012776,1077968072.8440368
Arkansas,residential,2046,G05,elec,47807023.57717693,1404703809.129576
Arkansas,commercial,2047,G05,elec,46550020.80335597,1304595570.0878553
Arkansas,industrial,2047,G05,elec,66545450.64624794,1101898411.3318682
Arkansas,residential,2047,G05,elec,47732867.11352852,1408048034.738119
Arkansas,commercial,2048,G05,elec,46528819.59694351,1312834750.9299083
Arkansas,industrial,2048,G05,elec,66706297.71696776,1108148752.4362354
Arkansas,residential,2048,G05,elec,47632881.6501176,1414340646.2946522
Arkansas,commercial,2049,G05,elec,46567704.03281998,1314306567.7092931
Arkansas,industrial,2049,G05,elec,67638772.49463564,1125608566.6808498
