nsb,Timestamp_UTC,site,lat,lon,elev,sun_alt,sun_az,moon_alt,moon_az
21.5125,2022-05-29 07:00:00,LBD,36.083,-92.55,804,-30.976413055494696,14.224061743797314,-29.97542956869021,29.25985257472423
21.38,2022-05-29 08:00:00,LBD,36.083,-92.55,804,-26.46215348480724,29.27638228277014,-22.99283017793084,42.34997261461233
21.26333333,2022-05-29 09:00:00,LBD,36.083,-92.55,804,-19.352770052025036,42.30610013745905,-14.192530067204979,53.357108594281605
,2022-05-29 10:00:00,LBD,36.083,-92.55,804,-10.357934700460023,53.33295723961414,-4.138595592211522,62.73238759756839
,2022-05-29 11:00:00,LBD,36.083,-92.55,804,-0.06720349690852018,62.781187241323096,6.762527579740927,71.01434411755494
,2022-05-29 12:00:00,LBD,36.083,-92.55,804,11.088282396291424,71.18392318410461,18.222254878233034,78.7354595416013
,2022-05-29 13:00:00,LBD,36.083,-92.55,804,22.799382810410147,79.09504824305931,30.018656538800855,86.46879614409711
,2022-05-29 14:00:00,LBD,36.083,-92.55,804,34.82596511758805,87.15498382198885,41.94198234219702,94.99993209359859
,2022-05-29 15:00:00,LBD,36.083,-92.55,804,46.93318260876076,96.33459554097593,53.70658473957333,105.78271406474967
,2022-05-29 16:00:00,LBD,36.083,-92.55,804,58.76661427057661,108.66501408530657,64.69665890991327,122.33803654304182
,2022-05-29 17:00:00,LBD,36.083,-92.55,804,69.41018428903493,129.75327198976615,72.95755858829092,153.8384204454723
,2022-05-29 18:00:00,LBD,36.083,-92.55,804,75.51690568281484,172.86064109687945,73.48161549336695,202.92677413273628
,2022-05-29 19:00:00,LBD,36.083,-92.55,804,71.65553323469184,221.92821078654583,65.78354203463194,236.72134504582723
,2022-05-29 20:00:00,LBD,36.083,-92.55,804,61.67956369049067,247.2003739974705,55.01521250504883,254.30073169977254
,2022-05-29 21:00:00,LBD,36.083,-92.55,804,50.02308062304312,260.9889060069555,43.40245012131842,265.51930974002
,2022-05-29 22:00:00,LBD,36.083,-92.55,804,37.947813168864116,270.71205014191924,31.634372111147677,274.28011491989076
,2022-05-29 23:00:00,LBD,36.083,-92.55,804,25.88394673247052,278.9476345393297,20.0207274792785,282.15803234686916
,2022-05-30 00:00:00,LBD,36.083,-92.55,804,14.080436799549052,286.8337870460619,8.783459964683024,289.9747449010981
,2022-05-30 01:00:00,LBD,36.083,-92.55,804,2.7695669270808336,295.06172495713435,-1.8476909836384547,298.3015571664153
20.97,2022-05-30 02:00:00,LBD,36.083,-92.55,804,-7.76189893929385,304.19474559235175,-11.581861875860204,307.6379332399636
21.6925,2022-05-30 03:00:00,LBD,36.083,-92.55,804,-17.11844102368064,314.77022284157687,-20.023571011443217,318.451694097896
21.7575,2022-05-30 04:00:00,LBD,36.083,-92.55,804,-24.752591645769623,327.25499289481564,-26.64775549264652,331.08875933606475
21.745,2022-05-30 05:00:00,LBD,36.083,-92.55,804,-29.976392851002824,341.80535200560337,-30.841504875888305,345.52045037470356
21.755,2022-05-30 06:00:00,LBD,36.083,-92.55,804,-32.11773946927041,357.8792669139477,-32.0773760668635,1.053364332380798
21.695,2022-05-30 07:00:00,LBD,36.083,-92.55,804,-30.835377943556843,14.150202432539723,-30.17367246289019,16.42432373056617
21.585,2022-05-30 08:00:00,LBD,36.083,-92.55,804,-26.338965443717473,29.172505933579455,-25.40743427414326,30.451649342760994
21.41666667,2022-05-30 09:00:00,LBD,36.083,-92.55,804,-19.24917250596762,42.18517499474613,-18.346750338408388,42.59574230600724
,2022-05-30 10:00:00,LBD,36.083,-92.55,804,-10.2723811177166,53.20293355677592,-9.59403063320603,52.9299630499255
,2022-05-30 11:00:00,LBD,36.083,-92.55,804,0.003253158554098802,62.644639576801346,0.3562157413004783,61.82910882544589
,2022-05-30 12:00:00,LBD,36.083,-92.55,804,11.146950645874037,71.03946063600812,11.13938053598206,69.74724491742832
,2022-05-30 13:00:00,LBD,36.083,-92.55,804,22.84970282272811,78.93808737891811,22.491090711287416,77.15136842622356
,2022-05-30 14:00:00,LBD,36.083,-92.55,804,34.87184675375389,86.97721734353681,34.20673217226078,84.57008252256036
,2022-05-30 15:00:00,LBD,36.083,-92.55,804,46.98003080488433,96.12168068711732,46.09577666183784,92.77673557996351
,2022-05-30 16:00:00,LBD,36.083,-92.55,804,58.82399094352041,108.39240219231777,57.900839450658765,103.34208283642495
,2022-05-30 17:00:00,LBD,36.083,-92.55,804,69.49864505540702,129.40034047877526,69.0204073002773,120.7036059158115
,2022-05-30 18:00:00,LBD,36.083,-92.55,804,75.66086328369559,172.6650429458023,77.03746967868881,159.448644278685
,2022-05-30 19:00:00,LBD,36.083,-92.55,804,71.79499000937798,222.118801933055,75.22404869170187,217.47071049033622
,2022-05-30 20:00:00,LBD,36.083,-92.55,804,61.79401142545856,247.40994739052195,65.73031552866249,247.0253729213858
,2022-05-30 21:00:00,LBD,36.083,-92.55,804,50.12667341777676,261.1605956676318,54.34070915605574,261.42543658869556
,2022-05-30 22:00:00,LBD,36.083,-92.55,804,38.049006240538674,270.85426381767655,42.56214254373184,271.027898879439
,2022-05-30 23:00:00,LBD,36.083,-92.55,804,25.987411289374386,279.0695537519842,30.830596938069014,278.9319301792976
,2022-05-31 00:00:00,LBD,36.083,-92.55,804,14.189190617318983,286.94107919516296,19.37326931041928,286.34950527681866
,2022-05-31 01:00:00,LBD,36.083,-92.55,804,2.885837566425327,295.1570268201613,8.385582573574004,293.93911552361425
21.51,2022-05-31 02:00:00,LBD,36.083,-92.55,804,-7.636463516306799,304.2777862836875,-1.90658344822413,302.1852568025345
21.8325,2022-05-31 03:00:00,LBD,36.083,-92.55,804,-16.983073720212627,314.8372690123504,-11.20663804057729,311.5215453164934
21.9,2022-05-31 04:00:00,LBD,36.083,-92.55,804,-24.608302802725056,327.2981934099417,-19.11483516149745,322.335916564355
21.94,2022-05-31 05:00:00,LBD,36.083,-92.55,804,-29.827289747182313,341.8139662488621,-25.12067303671241,334.85774374274564
21.8425,2022-05-31 06:00:00,LBD,36.083,-92.55,804,-31.971475742959434,357.8454434668814,-28.666838255733403,348.92472637507234
21.7625,2022-05-31 07:00:00,LBD,36.083,-92.55,804,-30.700798679867276,14.076309763304744,-29.324504030654396,3.7914970163981176
21.6275,2022-05-31 08:00:00,LBD,36.083,-92.55,804,-26.222087042882787,29.070226890351577,-27.00493746546459,18.31642938127945
21.39666667,2022-05-31 09:00:00,LBD,36.083,-92.55,804,-19.151541051447577,42.06694235473448,-22.01159491330228,31.52759465862983
,2022-05-31 10:00:00,LBD,36.083,-92.55,804,-10.192403301783063,53.0762966369895,-14.873955694837658,43.01534244331594
,2022-05-31 11:00:00,LBD,36.083,-92.55,804,0.0684868950826919,62.511973095252465,-6.136766331474544,52.866139867820515
,2022-05-31 12:00:00,LBD,36.083,-92.55,804,11.200671625432959,70.89933225458289,3.7514229322538535,61.41096295183091
,2022-05-31 13:00:00,LBD,36.083,-92.55,804,22.895248947126145,78.78598944416186,14.455151407755473,69.0521343046989
,2022-05-31 14:00:00,LBD,36.083,-92.55,804,34.91299207692659,86.80501870294073,25.72770677037162,76.21399492494632
,2022-05-31 15:00:00,LBD,36.083,-92.55,804,47.0219771121459,95.91529169677945,37.37707390347635,83.39474682562343
,2022-05-31 16:00:00,LBD,36.083,-92.55,804,58.87595594068659,108.1273371795168,49.226018748769256,91.3613106434709
,2022-05-31 17:00:00,LBD,36.083,-92.55,804,69.58067605200894,129.05348833769688,61.03598511927891,101.79511645586483
,2022-05-31 18:00:00,LBD,36.083,-92.55,804,75.7981918784723,172.4622256839663,72.20455045925672,120.12736116253474
,2022-05-31 19:00:00,LBD,36.083,-92.55,804,71.93003695547989,222.29621064924703,79.68752154868545,167.91255580023343
,2022-05-31 20:00:00,LBD,36.083,-92.55,804,61.905634064711236,247.60830103205618,75.45170203232993,229.70508971775126
,2022-05-31 21:00:00,LBD,36.083,-92.55,804,50.22812662725481,261.32327041462077,64.90304085247328,254.06351027550195
,2022-05-31 22:00:00,LBD,36.083,-92.55,804,38.148262182365265,270.98888601777065,53.236524059739835,266.152141946312
,2022-05-31 23:00:00,LBD,36.083,-92.55,804,26.088866294039253,279.18474070064946,41.4214316181578,274.6909751275714
,2022-06-01 00:00:00,LBD,36.083,-92.55,804,14.295670111746961,287.0421444429626,29.759304220829858,282.0539320519767
,2022-06-01 01:00:00,LBD,36.083,-92.55,804,2.99940467518881,295.2463958123786,18.43796210526985,289.19497991489493
21.46,2022-06-01 02:00:00,LBD,36.083,-92.55,804,-7.514319670930155,304.35510113194465,7.642636598648708,296.6650220758696
21.74,2022-06-01 03:00:00,LBD,36.083,-92.55,804,-16.8517372842125,314.89886917864555,-2.39887066623481,304.8935080295776
21.6925,2022-06-01 04:00:00,LBD,36.083,-92.55,804,-24.468890561200546,327.3365367433112,-11.382769377657471,314.2726215792563
21.4275,2022-06-01 05:00:00,LBD,36.083,-92.55,804,-29.683887394926916,341.8188846448891,-18.903680354957043,325.1387661766775
21.2275,2022-06-01 06:00:00,LBD,36.083,-92.55,804,-31.831505065279053,357.80969728173335,-24.458643704105835,337.64500813144275
21.05,2022-06-01 07:00:00,LBD,36.083,-92.55,804,-30.57271155342439,14.002465720035813,-27.525520745086347,351.54168296052893
21.0575,2022-06-01 08:00:00,LBD,36.083,-92.55,804,-26.11153850018986,28.969622962891155,-27.73889501067759,6.0464564044893265
20.95,2022-06-01 09:00:00,LBD,36.083,-92.55,804,-19.059880797045547,41.951480692764065,-25.071386034848576,20.08403176675545
,2022-06-01 10:00:00,LBD,36.083,-92.55,804,-10.117991685236946,52.953128686948325,-19.84920474786748,32.80401661328725
,2022-06-01 11:00:00,LBD,36.083,-92.55,804,0.12852144134840704,62.38327585884438,-12.58488126861781,43.88062856903859
,2022-06-01 12:00:00,LBD,36.083,-92.55,804,11.249482616204213,70.76363504531264,-3.7913103372319816,53.420960969082685
,2022-06-01 13:00:00,LBD,36.083,-92.55,804,22.936071493785132,78.6388662355795,6.111025774214586,61.74150593812086
,2022-06-01 14:00:00,LBD,36.083,-92.55,804,34.94946403418915,86.63852636131828,16.805882668915125,69.22264114044508
,2022-06-01 15:00:00,LBD,36.083,-92.55,804,47.05909632186948,95.71562082413912,28.058410104320725,76.27272682440386
,2022-06-01 16:00:00,LBD,36.083,-92.55,804,58.9225911015465,107.87013818537294,39.68368294406104,83.38863180713514
,2022-06-01 17:00:00,LBD,36.083,-92.55,804,69.65633458214555,128.71334803884037,51.508112721751914,91.37495143649505
,2022-06-01 18:00:00,LBD,36.083,-92.55,804,75.92883460683001,172.2525905304468,63.288542289766234,102.1162230867853
,2022-06-01 19:00:00,LBD,36.083,-92.55,804,72.0606275758761,222.4601237710692,74.3457031377731,122.33113013586838
,2022-06-01 20:00:00,LBD,36.083,-92.55,804,62.01439167682079,247.79526465306458,80.70886835349306,179.44350160862814
,2022-06-01 21:00:00,LBD,36.083,-92.55,804,50.32738796605046,261.4768415352354,74.4900647082153,237.26889074079443
,2022-06-01 22:00:00,LBD,36.083,-92.55,804,38.24551616810975,271.1158650105195,63.457677265454244,257.74157496655937
,2022-06-01 23:00:00,LBD,36.083,-92.55,804,26.1882363674078,279.2931654312729,51.68427156840274,268.5510521556145
,2022-06-02 00:00:00,LBD,36.083,-92.55,804,14.399791371430577,287.1369697757901,39.86352828695751,276.5614438992162
,2022-06-02 01:00:00,LBD,36.083,-92.55,804,3.1101780422592302,295.32983556889116,28.241053118902318,283.6859092246173
21.22,2022-06-02 02:00:00,LBD,36.083,-92.55,804,-7.3955608859052235,304.42671267696034,16.99093110425173,290.7365549419296
21.7175,2022-06-02 03:00:00,LBD,36.083,-92.55,804,-16.724523964074276,314.95506797651103,6.29794447417016,298.21215877443814
21.555,2022-06-02 04:00:00,LBD,36.083,-92.55,804,-24.3344396689512,327.370090476442,-3.6036861641748,306.52081997000425
21.5375,2022-06-02 05:00:00,LBD,36.083,-92.55,804,-29.546256308903384,341.8201914080838,-12.398957942351766,316.0416083254024
21.8125,2022-06-02 06:00:00,LBD,36.083,-92.55,804,-31.697879716034837,357.77211615998203,-19.669387466686292,327.0897306751427
21.985,2022-06-02 07:00:00,LBD,36.083,-92.55,804,-30.45115083919188,13.928752833319624,-24.904602575534888,339.773048949769
21.7875,2022-06-02 08:00:00,LBD,36.083,-92.55,804,-26.00733783475654,28.8707726346229,-27.593918387662708,353.7710626114843
21.965,2022-06-02 09:00:00,LBD,36.083,-92.55,804,-18.974194502859586,41.838868866269685,-27.410364759873662,8.242379176077192
,2022-06-02 10:00:00,LBD,36.083,-92.55,804,-10.049134301281333,52.83351176906733,-24.37746057850751,22.118135708792316
,2022-06-02 11:00:00,LBD,36.083,-92.55,804,0.18338288310662004,62.25863516255993,-18.855901808668875,34.61502686939036
,2022-06-02 12:00:00,LBD,36.083,-92.55,804,11.293423151998958,70.63246453535791,-11.36472107882909,45.47752493730499
,2022-06-02 13:00:00,LBD,36.083,-92.55,804,22.972222895054426,78.49682717614957,-2.4057952189338416,54.85255190423861
,2022-06-02 14:00:00,LBD,36.083,-92.55,804,34.98132759038434,86.47787510430388,7.615444742080591,63.07169276451672
,2022-06-02 15:00:00,LBD,36.083,-92.55,804,47.09146528722663,95.52285448593977,18.39492257839323,70.52277558198541
,2022-06-02 16:00:00,LBD,36.083,-92.55,804,58.96398092223395,107.62111495100027,29.704936199824388,77.62937357749392
,2022-06-02 17:00:00,LBD,36.083,-92.55,804,69.72568286713796,128.38054543211976,41.36140001785517,84.93138751335502
,2022-06-02 18:00:00,LBD,36.083,-92.55,804,76.05273800732877,172.03657973615387,53.18025467706191,93.35758310363842
,2022-06-02 19:00:00,LBD,36.083,-92.55,804,72.18671361559646,222.6102430387376,64.87214305886695,105.21351980202837
,2022-06-02 20:00:00,LBD,36.083,-92.55,804,62.12024210071766,247.9706752899369,75.51645370207213,129.05380067461599
,2022-06-02 21:00:00,LBD,36.083,-92.55,804,50.42440335984779,261.62122485884163,79.98926514993873,191.37277588359794
,2022-06-02 22:00:00,LBD,36.083,-92.55,804,38.34070213994864,271.2351525024668,72.52224677734242,240.2353576097758
,2022-06-02 23:00:00,LBD,36.083,-92.55,804,26.285445453462582,279.3948008983221,61.333063635936504,258.56943564082997
,2022-06-03 00:00:00,LBD,36.083,-92.55,804,14.501470362131519,287.2255447596849,49.520321083933,268.9407492279905
,2022-06-03 01:00:00,LBD,36.083,-92.55,804,3.2180678952681103,295.4073520095146,37.67848523030355,276.85952163321866
21.14,2022-06-03 02:00:00,LBD,36.083,-92.55,804,-7.280279642534144,304.49264536495974,26.04218047492842,284.0052180042905
21.55,2022-06-03 03:00:00,LBD,36.083,-92.55,804,-16.601524491390222,315.00591138840423,14.78691089962225,291.1386989488272
21.6125,2022-06-03 04:00:00,LBD,36.083,-92.55,804,-24.205032981727317,327.39892280978734,4.10364311762437,298.7525480602918
21.5225,2022-06-03 05:00:00,LBD,36.083,-92.55,804,-29.41446495432273,341.8179707750778,-5.762166403399508,307.2651084385417
21.47,2022-06-03 06:00:00,LBD,36.083,-92.55,804,-31.570649915644026,357.7327878781802,-14.477396658995497,317.0714574462783
21.3675,2022-06-03 07:00:00,LBD,36.083,-92.55,804,-30.336148708322206,13.855253948568706,-21.597911292202,328.49466968654696
21.285,2022-06-03 08:00:00,LBD,36.083,-92.55,804,-25.90950084436208,28.773754825794835,-26.585839896250423,341.6169228780002
21.18333333,2022-06-03 09:00:00,LBD,36.083,-92.55,804,-18.89448261748245,41.72918589257801,-28.91893973501299,356.0358643560706
,2022-06-03 10:00:00,LBD,36.083,-92.55,804,-9.985816871408904,52.71752759897484,-28.29613258977791,10.80051734916532
,2022-06-03 11:00:00,LBD,36.083,-92.55,804,0.2330995315839663,62.13813734821563,-24.800409733613154,24.78962271804082
,2022-06-03 12:00:00,LBD,36.083,-92.55,804,11.332534847296678,70.50591459691779,-18.850585918011685,37.2620802919447
,2022-06-03 13:00:00,LBD,36.083,-92.55,804,23.003757493429756,78.35997913580447,-10.995852507479434,48.04610115289581
,2022-06-03 14:00:00,LBD,36.083,-92.55,804,35.00864947131007,86.32319583533919,-1.742560974536981,57.35828766367798
,2022-06-03 15:00:00,LBD,36.083,-92.55,804,47.119162608796174,95.33717295504795,8.510986154170695,65.57560797201597
,2022-06-03 16:00:00,LBD,36.083,-92.55,804,59.00021216038727,107.38056711158627,19.468746911445194,73.12189081402514
,2022-06-03 17:00:00,LBD,36.083,-92.55,804,69.78878763697081,128.0556971357754,30.90595039496954,80.46968714690965
,2022-06-03 18:00:00,LBD,36.083,-92.55,804,76.16985217836253,171.8146755217538,42.63048961314748,88.25729734672068
,2022-06-03 19:00:00,LBD,36.083,-92.55,804,72.30824508561176,222.7462863089521,54.42438318198077,97.65508609841089
,2022-06-03 20:00:00,LBD,36.083,-92.55,804,62.22314104576554,248.13437761162388,65.878985757825,111.67477520993555
,2022-06-03 21:00:00,LBD,36.083,-92.55,804,50.51911711887598,261.7563409378923,75.56910771008928,140.76026124888654
,2022-06-03 22:00:00,LBD,36.083,-92.55,804,38.433753030340085,271.34670379239776,77.61172812175735,200.53132711852564
,2022-06-03 23:00:00,LBD,36.083,-92.55,804,26.380417079083557,279.48962311379705,69.51780775269918,240.16227812734638
,2022-06-04 00:00:00,LBD,36.083,-92.55,804,14.600623220196635,287.3078616897859,58.344792840732175,257.40455726376456
,2022-06-04 01:00:00,LBD,36.083,-92.55,804,3.322985235385263,295.4789534639716,46.52690411163443,267.83336155381073
21.15,2022-06-04 02:00:00,LBD,36.083,-92.55,804,-7.168567055866094,304.55292563637386,34.6460678907405,275.94579389647134
21.425,2022-06-04 03:00:00,LBD,36.083,-92.55,804,-16.482827700852297,315.05144677985385,22.951240377592132,283.2992628762183
21.3425,2022-06-04 04:00:00,LBD,36.083,-92.55,804,-24.080751085976164,327.42310253560106,11.62939779198039,290.6540177024192
21.39,2022-06-04 05:00:00,LBD,36.083,-92.55,804,-29.288579393096192,341.8123068988232,0.8833021093192386,298.5278900212535
21.46,2022-06-04 06:00:00,LBD,36.083,-92.55,804,-31.44986351907535,357.6917999839047,-9.024580179774967,307.37670170720315
21.445,2022-06-04 07:00:00,LBD,36.083,-92.55,804,-30.227734996689197,13.782051925495582,-17.73333196420022,317.64068322214473
21.345,2022-06-04 08:00:00,LBD,36.083,-92.55,804,-25.818040966630395,28.678648532410072,-24.756019597907102,329.6787504131748
21.06666667,2022-06-04 09:00:00,LBD,36.083,-92.55,804,-18.82074323512847,41.62251056450109,-29.502794614142925,343.55478887067056
,2022-06-04 10:00:00,LBD,36.083,-92.55,804,-9.928022852765013,52.60525715548196,-31.41913585542094,358.7429528012921
,2022-06-04 11:00:00,LBD,36.083,-92.55,804,0.2777017940590516,62.02186741013517,-30.23218553181161,14.102029530642316
,2022-06-04 12:00:00,LBD,36.083,-92.55,804,11.366861193283794,70.38407703923772,-26.11278049940337,28.405337758788814
,2022-06-04 13:00:00,LBD,36.083,-92.55,804,23.030731268190078,78.22842598982778,-19.57090042501817,40.96404458820731
,2022-06-04 14:00:00,LBD,36.083,-92.55,804,35.031497822565065,86.17461506105559,-11.206338376572573,51.731198304644266
,2022-06-04 15:00:00,LBD,36.083,-92.55,804,47.14226822149552,95.15874967495718,-1.5378861978499847,61.03133798066025
,2022-06-04 16:00:00,LBD,36.083,-92.55,804,59.03137334107663,107.14878298652559,9.04115932569427,69.31526444874228
,2022-06-04 17:00:00,LBD,36.083,-92.55,804,69.84571964836495,127.7394071175922,20.241113757981395,77.0680078870911
,2022-06-04 18:00:00,LBD,36.083,-92.55,804,76.28013104228167,171.5873974048864,31.834794535488037,84.84399881415396
,2022-06-04 19:00:00,LBD,36.083,-92.55,804,72.4251705555801,222.86798825037434,43.60707492665248,93.43825312984978
,2022-06-04 20:00:00,LBD,36.083,-92.55,804,62.32304247800412,248.2862239806714,55.26568894338184,104.37951813179181
,2022-06-04 21:00:00,LBD,36.083,-92.55,804,50.61147239360954,261.88211496926914,66.16655247528507,121.53711327433216
,2022-06-04 22:00:00,LBD,36.083,-92.55,804,38.52460125675369,271.4504776178066,74.15139876353751,155.39885470043922
,2022-06-04 23:00:00,LBD,36.083,-92.55,804,26.473074870718012,279.57761092155465,73.77492130654905,206.5781650452873
,2022-06-05 00:00:00,LBD,36.083,-92.55,804,14.69716677705661,287.383915284413,65.39619871483168,238.7429687473461
,2022-06-05 01:00:00,LBD,36.083,-92.55,804,3.4248423143860895,295.54465033170476,54.33017494357734,255.18380752560623
20.58,2022-06-05 02:00:00,LBD,36.083,-92.55,804,-7.060512455363113,304.6075815480782,42.540664515690615,265.817200978839
21.25,2022-06-05 03:00:00,LBD,36.083,-92.55,804,-16.368520179809238,315.0917224873048,30.621944163147027,274.2384167433901
21.325,2022-06-05 04:00:00,LBD,36.083,-92.55,804,-23.96167202606385,327.4426986060178,18.848930123241193,281.89350623227324
