nsb,Timestamp_UTC,site,lat,lon,elev,sun_alt,sun_az,moon_alt,moon_az,d2m,t2m,sp,hcc,mcc,lcc
10.37,2023-09-24 17:00:00,Jub,29.966,-98.083,1069,53.45586650746201,142.8178350470748,-54.36881515951823,94.08276774570136,294.8438,307.38977,98040.75,0.011993408,0.064971924,0.0
,2023-09-24 18:00:00,Jub,29.966,-98.083,1069,58.91568221807709,168.14634450872032,-42.11944963091183,99.50967858609316,294.3678,308.9336,97980.06,0.0,0.095458984,0.0
,2023-09-24 19:00:00,Jub,29.966,-98.083,1069,58.286066214907,197.1464067365037,-30.016620496687743,104.72805901054076,294.04492,309.97375,97908.25,0.0,0.0345459,0.0
,2023-09-24 20:00:00,Jub,29.966,-98.083,1069,51.86928323647379,221.04325811809815,-18.160586237854183,110.21155732757508,293.81934,310.77728,97813.375,0.08047485,0.05596924,0.0
,2023-09-24 21:00:00,Jub,29.966,-98.083,1069,41.95382119436911,237.64928940966408,-6.6886771943872345,116.3119867633906,293.406,311.79553,97788.44,0.32141113,0.07196045,0.017974854
,2023-09-24 22:00:00,Jub,29.966,-98.083,1069,30.2986807653702,249.4057065794711,4.197469648740764,123.39274803581026,294.10437,310.04626,97687.875,0.71902466,0.13708496,0.0
,2023-09-24 23:00:00,Jub,29.966,-98.083,1069,17.800804566024485,258.5254528207511,14.195645352795776,131.8786594639943,293.8545,310.57056,97787.75,0.7705078,0.052490234,0.0
12.31,2023-09-25 00:00:00,Jub,29.966,-98.083,1069,4.915162640764398,266.3817918886298,22.857988008696616,142.2406015375739,293.7799,308.99512,97735.69,0.90649414,0.051483154,0.0
17.245,2023-09-25 01:00:00,Jub,29.966,-98.083,1069,-8.081608083394974,273.8949508211843,29.56055630209289,154.84545375589585,295.41846,305.17236,97839.75,0.81954956,0.07952881,0.022033691
18.0125,2023-09-25 02:00:00,Jub,29.966,-98.083,1069,-20.95692984853296,281.8701372668564,33.562758800465566,169.5857463118381,295.6145,303.99512,97914.19,0.6930237,0.08996582,0.029968262
18.2525,2023-09-25 03:00:00,Jub,29.966,-98.083,1069,-33.420329359765375,291.29352736200923,34.256318451338856,185.47591986789837,295.3036,302.2494,97992.0,0.6819763,0.015014648,0.0
18.56,2023-09-25 04:00:00,Jub,29.966,-98.083,1069,-44.97196856522581,303.7176907480326,31.51653235460641,200.8763727525688,295.59375,301.15833,98081.06,0.1529541,0.052490234,0.0
18.525,2023-09-25 05:00:00,Jub,29.966,-98.083,1069,-54.58676553134861,321.7047632557262,25.78945037022369,214.4563412665681,296.25256,300.08478,98093.56,0.081451416,0.058502197,0.011993408
18.81,2023-09-25 06:00:00,Jub,29.966,-98.083,1069,-60.23957774954995,347.75424882158603,17.80173746457021,225.78913926510884,296.5746,299.86273,98100.81,0.012054443,0.010040283,0.0335083
18.865,2023-09-25 07:00:00,Jub,29.966,-98.083,1069,-59.59776401055776,17.920270820912535,8.239936208502748,235.11591938456905,296.79315,299.84912,98114.5,0.019592285,0.0025024414,0.011993408
18.7225,2023-09-25 08:00:00,Jub,29.966,-98.083,1069,-52.99119439095956,42.426420891338005,-2.377422517793172,242.9112953913933,296.48907,299.59674,98119.94,0.022613525,0.0,0.028503418
18.6325,2023-09-25 09:00:00,Jub,29.966,-98.083,1069,-42.89252615058048,59.121300776988186,-13.693001807152042,249.6541077331298,296.52625,299.97375,98093.125,0.015075684,0.0,0.015075684
18.7525,2023-09-25 10:00:00,Jub,29.966,-98.083,1069,-31.11712319274108,70.8235863192583,-25.465636326130223,255.7809998498796,296.01978,298.8396,98093.31,0.28250122,0.20443726,0.055511475
18.3225,2023-09-25 11:00:00,Jub,29.966,-98.083,1069,-18.554924705872637,79.8911056869106,-37.52737285029447,261.7406564551179,296.21716,298.57837,98130.25,0.42608643,0.0,0.029510498
13.4,2023-09-25 12:00:00,Jub,29.966,-98.083,1069,-5.649694716454474,87.73327501743573,-49.74626183007028,268.1603343186641,296.15198,298.3885,98230.69,0.10345459,0.0,0.17300415
,2023-09-25 13:00:00,Jub,29.966,-98.083,1069,7.326328855634537,95.27880205337463,-61.974314039901095,276.3912101983271,296.03723,298.70007,98305.69,0.0,0.0014953613,0.4321289
,2023-09-25 14:00:00,Jub,29.966,-98.083,1069,20.13720630559305,103.3351184966168,-73.85025199931025,291.2895292491829,296.3943,297.9062,98371.94,0.0,0.009002686,0.30526733
,2023-09-25 15:00:00,Jub,29.966,-98.083,1069,32.48049890035004,112.88134012343166,-82.6760278427312,344.0077667999933,297.6383,299.24194,98444.31,0.0,0.039154053,0.35653687
,2023-09-25 16:00:00,Jub,29.966,-98.083,1069,43.83606569305521,125.4178289766731,-77.06070319668449,58.86250453771256,297.74585,299.84045,98466.0,0.0,0.034576416,0.50042725
,2023-09-25 17:00:00,Jub,29.966,-98.083,1069,53.1688031948289,143.2815722686127,-65.45170438327963,78.73309455351315,297.1231,302.48938,98437.81,0.0,0.0909729,0.3850708
,2023-09-25 18:00:00,Jub,29.966,-98.083,1069,58.54768050437392,168.4431826369606,-53.169671326496605,88.01238495504225,296.68658,304.5558,98419.5,0.044006348,0.037994385,0.43374634
,2023-09-25 19:00:00,Jub,29.966,-98.083,1069,57.88741296253348,197.11749011289623,-40.78482408579261,94.67618127757623,296.13306,304.94592,98385.875,0.04498291,0.051483154,0.87960815
,2023-09-25 20:00:00,Jub,29.966,-98.083,1069,51.49937001631625,220.8023059754844,-28.46343701416261,100.57723663959368,296.4485,306.0088,98310.94,0.3059082,0.25448608,0.3309021
,2023-09-25 21:00:00,Jub,29.966,-98.083,1069,41.62450948420493,237.34729626222037,-16.32402317180221,106.4643454436606,296.4845,306.45142,98346.31,0.7316284,0.16296387,0.14703369
,2023-09-25 22:00:00,Jub,29.966,-98.083,1069,30.00008295018371,249.09978794844656,-4.505732919750544,112.81898467971152,296.9198,304.23743,98180.375,0.63204956,0.20898438,0.052093506
,2023-09-25 23:00:00,Jub,29.966,-98.083,1069,17.52114749991003,258.2269134727846,6.79309244858702,120.09201330296528,296.42773,305.14648,98207.81,0.68795776,0.2104187,0.0
12.09,2023-09-26 00:00:00,Jub,29.966,-98.083,1069,4.644433600829324,266.0878058116632,17.26997324256815,128.8024442681275,296.44653,304.87012,98231.125,0.77853394,0.066986084,0.011993408
18.08,2023-09-26 01:00:00,Jub,29.966,-98.083,1069,-8.352297970067639,273.5989269908548,26.45786664542489,139.55839314362277,296.1797,303.28613,98292.31,0.8650818,0.010009766,0.0
18.3175,2023-09-26 02:00:00,Jub,29.966,-98.083,1069,-21.23665726218469,281.5653553864227,33.66739310506748,152.91470407014427,296.18018,302.68604,98378.125,0.57388306,0.14859009,0.18756104
18.23,2023-09-26 03:00:00,Jub,29.966,-98.083,1069,-33.71973632054056,290.9772376835021,38.02406084595123,168.89566704253042,295.35168,300.43066,98516.69,0.26507568,0.38287354,0.4697876
18.2525,2023-09-26 04:00:00,Jub,29.966,-98.083,1069,-45.30394571654292,303.4042738463728,38.76766603659153,186.3443262731592,295.69678,299.21094,98613.875,0.2814331,0.24346924,0.06643677
18.61,2023-09-26 05:00:00,Jub,29.966,-98.083,1069,-54.96151776101563,321.4680642768749,35.74253719859836,203.1473416932745,295.49976,297.9668,98588.69,0.07757568,0.039489746,0.0025024414
19.1525,2023-09-26 06:00:00,Jub,29.966,-98.083,1069,-60.6381787941588,347.7820695470431,29.522353006390944,217.66180038682705,295.16028,297.08948,98574.56,0.063964844,0.054992676,0.0
19.37,2023-09-26 07:00:00,Jub,29.966,-98.083,1069,-59.94935895728321,18.294258111446748,20.989603900650412,229.5164578026385,295.2644,297.20886,98530.875,0.13796997,0.04800415,0.0
19.745,2023-09-26 08:00:00,Jub,29.966,-98.083,1069,-53.25541382617419,42.92424709327586,10.922388970728568,239.15049264557544,295.33307,296.74817,98512.5,0.006011963,0.006011963,0.006011963
20.3025,2023-09-26 09:00:00,Jub,29.966,-98.083,1069,-43.08746298926701,59.59695215291695,-0.1270208765329728,247.20610114660985,294.97467,296.60327,98482.19,0.0,0.006011963,0.0
20.3175,2023-09-26 10:00:00,Jub,29.966,-98.083,1069,-31.269327955195912,71.25450670672944,-11.793743052938268,254.2803043699674,294.52258,295.14838,98516.94,0.0,0.07046509,0.0
19.135,2023-09-26 11:00:00,Jub,29.966,-98.083,1069,-18.6839102546768,80.28931336200128,-23.833645533170163,260.91454057945106,294.56586,295.41162,98524.56,0.0,0.077941895,0.0
12.7,2023-09-26 12:00:00,Jub,29.966,-98.083,1069,-5.76953048946632,88.11553521274493,-36.06640609848932,267.7001462613092,294.6933,295.49158,98561.44,0.025482178,0.0134887695,0.04046631
,2023-09-26 13:00:00,Jub,29.966,-98.083,1069,7.203922030415552,95.6614116506706,-48.3193930296438,275.534106183321,295.1023,296.04413,98592.56,0.17947388,0.006011963,0.04949951
,2023-09-26 14:00:00,Jub,29.966,-98.083,1069,20.000260627670368,103.7338603146633,-60.32134223444894,286.3784604148873,295.75214,298.00568,98635.125,0.62854004,0.0,0.053955078
,2023-09-26 15:00:00,Jub,29.966,-98.083,1069,32.31426212026413,113.31063278533728,-71.28789788951606,306.25085536236315,296.63116,301.7352,98687.81,0.0,0.0014953613,0.0
,2023-09-26 16:00:00,Jub,29.966,-98.083,1069,43.62044934527464,125.88203757367285,-77.69116067500099,352.9740438061372,295.60437,303.24,98695.875,0.04650879,0.024993896,0.05899048
,2023-09-26 17:00:00,Jub,29.966,-98.083,1069,52.87966801085457,143.73813335910083,-73.02431900186413,45.650051712386464,294.61438,304.5354,98645.69,0.0,0.13192749,0.15457153
,2023-09-26 18:00:00,Jub,29.966,-98.083,1069,58.17895209816621,168.7325738920774,-62.41469048331967,68.7540892562697,293.64734,305.57678,98564.25,0.0,0.46292114,0.15396118
,2023-09-26 19:00:00,Jub,29.966,-98.083,1069,57.48898487975748,197.0880226009252,-50.40110349253294,80.52345276927421,292.91797,306.55658,98490.25,0.0,0.39151,0.1963501
,2023-09-26 20:00:00,Jub,29.966,-98.083,1069,51.129408025777735,220.56440101240585,-37.99654465586392,88.59208938544654,292.23657,307.1958,98366.81,0.0014953613,0.41049194,0.080444336
,2023-09-26 21:00:00,Jub,29.966,-98.083,1069,41.29496016158474,237.04781841284185,-25.506616355076865,95.31994618833323,291.2666,306.89838,98308.81,0.057006836,0.5093689,0.0
,2023-09-26 22:00:00,Jub,29.966,-98.083,1069,29.701381012416032,248.79530820807983,-13.095570158443673,101.7139055632615,289.90283,307.104,98239.81,0.2602234,0.37667847,0.0
,2023-09-26 23:00:00,Jub,29.966,-98.083,1069,17.241672761452836,257.9289768984419,-0.9157666047728114,108.39681967500358,289.4568,306.8769,98246.0,0.4520874,0.4105835,0.0
12.44,2023-09-27 00:00:00,Jub,29.966,-98.083,1069,4.37422563810897,265.7937638343032,10.833490687907029,115.92621740908454,289.708,305.4687,98262.69,0.44851685,0.31903076,0.0
18.02,2023-09-27 01:00:00,Jub,29.966,-98.083,1069,-8.622118838236714,273.30221065052626,21.84734379034212,124.94967299794148,290.3567,303.65765,98300.0,0.4885559,0.29156494,0.023986816
18.4675,2023-09-27 02:00:00,Jub,29.966,-98.083,1069,-21.51518913795165,281.2590969200217,31.631735573880185,136.28379206200665,290.76025,302.7752,98356.44,0.44454956,0.13653564,0.0
18.27,2023-09-27 03:00:00,Jub,29.966,-98.083,1069,-34.01770200968208,290.65832572946243,39.399532584074365,150.79908559295396,291.1438,299.7328,98399.0,0.56048584,0.12097168,0.0
18.2,2023-09-27 04:00:00,Jub,29.966,-98.083,1069,-45.63447120280831,303.08656626790844,44.0622416642962,168.75230374922273,291.2754,299.1137,98410.875,0.4845581,0.10845947,0.0
18.105,2023-09-27 05:00:00,Jub,29.966,-98.083,1069,-55.33532820208989,321.2259440372659,44.622654376065846,188.61036263412845,291.3435,298.0287,98422.31,0.2550354,0.07745361,0.0
18.3975,2023-09-27 06:00:00,Jub,29.966,-98.083,1069,-61.03654037855151,347.80915752601624,40.93705504065009,207.3309232745316,291.44897,297.73633,98413.0,0.027008057,0.039489746,0.0
18.82,2023-09-27 07:00:00,Jub,29.966,-98.083,1069,-60.29997266381879,18.67478108495499,33.854379118196945,222.85196103464463,292.14685,297.31,98390.94,0.18890381,0.024993896,0.0
18.9025,2023-09-27 08:00:00,Jub,29.966,-98.083,1069,-53.517881673541154,43.42713717053303,24.502372526815183,235.08540560212856,292.69702,296.7751,98392.625,0.3010559,0.04598999,0.0
19.2825,2023-09-27 09:00:00,Jub,29.966,-98.083,1069,-43.28089548025379,60.07483961152457,13.758344983809112,244.85571433575527,292.7798,296.5067,98339.69,0.010986328,0.022521973,0.0
20.275,2023-09-27 10:00:00,Jub,29.966,-98.083,1069,-31.42063321155588,71.68620613485851,2.1889670836068498,253.04582734528532,293.09558,294.9226,98357.81,0.3244934,0.21044922,0.2625122
19.1375,2023-09-27 11:00:00,Jub,29.966,-98.083,1069,-18.812629599244787,80.68760816918979,-9.849412353950584,260.3891301104178,293.12207,294.7019,98378.0,0.14953613,0.2218628,0.018493652
12.77,2023-09-27 12:00:00,Jub,29.966,-98.083,1069,-5.889698660350813,88.4974715761987,-22.1145390945974,267.53488842003503,293.20056,294.80994,98412.375,0.25393677,0.16744995,0.0039978027
,2023-09-27 13:00:00,Jub,29.966,-98.083,1069,7.080612248622543,96.04331725195064,-34.40390645200242,275.2160245831612,293.49817,295.50873,98459.75,0.4074707,0.074523926,0.007019043
,2023-09-27 14:00:00,Jub,29.966,-98.083,1069,19.86185818020957,104.13135136591268,-46.47153211340834,284.5711441512366,294.3175,298.39355,98488.69,0.62597656,0.03552246,0.0079956055
,2023-09-27 15:00:00,Jub,29.966,-98.083,1069,32.146054322689125,113.73766970837018,-57.85099506495467,297.92942808818066,294.33447,302.6626,98482.625,0.9333191,0.084503174,0.007507324
,2023-09-27 16:00:00,Jub,29.966,-98.083,1069,43.402531669427006,126.3420234761578,-67.29450840322363,320.68059937752,293.87256,304.33514,98492.375,0.904541,0.055511475,0.047943115
,2023-09-27 17:00:00,Jub,29.966,-98.083,1069,52.588536798847365,144.18741316641774,-71.4147349143167,359.34002207945485,292.77502,305.30408,98448.375,0.84198,0.052490234,0.15097046
,2023-09-27 18:00:00,Jub,29.966,-98.083,1069,57.809598556560005,169.01453496932712,-67.07085274504365,37.64431010683784,291.19263,306.5675,98385.75,0.90753174,0.47070312,0.115448
,2023-09-27 19:00:00,Jub,29.966,-98.083,1069,57.09089412199612,197.05787020560336,-57.48198620429204,60.00210741092449,289.74414,307.2732,98296.75,0.9135132,0.33432007,0.1005249
,2023-09-27 20:00:00,Jub,29.966,-98.083,1069,50.75953941336311,220.32938748575324,-45.96026743969787,73.10363686261597,288.96948,307.40125,98194.81,0.7131653,0.3748474,0.08251953
,2023-09-27 21:00:00,Jub,29.966,-98.083,1069,40.96532411461096,236.75078476725608,-33.711280210979815,82.23054854923092,287.81396,308.11084,98124.69,0.6101074,0.33236694,0.11993408
,2023-09-27 22:00:00,Jub,29.966,-98.083,1069,29.4027233087114,248.49224551191304,-21.178953750376103,89.65651797217009,289.50635,306.2528,98102.31,0.39245605,0.3413086,0.0
,2023-09-27 23:00:00,Jub,29.966,-98.083,1069,16.962525473630325,257.6316425954182,-8.587304181669188,96.4919310565286,288.6371,305.83447,98059.81,0.30841064,0.14743042,0.0
12.64,2023-09-28 00:00:00,Jub,29.966,-98.083,1069,4.104682623749776,265.4996739439936,3.890030753348005,103.45411069880298,288.41882,305.12122,98118.125,0.38494873,0.10644531,0.0
17.9325,2023-09-28 01:00:00,Jub,29.966,-98.083,1069,-8.890925542002966,273.0048110677328,16.05101678613316,111.19630390602244,289.8805,303.5338,98139.875,0.26593018,0.097473145,0.0
18.1725,2023-09-28 02:00:00,Jub,29.966,-98.083,1069,-21.79237613967401,280.9513642930777,27.59143139364497,120.51382381949504,290.75012,302.3578,98214.125,0.33590698,0.12246704,0.0
17.355,2023-09-28 03:00:00,Jub,29.966,-98.083,1069,-34.314069874507844,290.3367693505098,37.99117571152061,132.51580461827322,291.1433,300.54297,98255.375,0.11746216,0.1505127,0.0014953613
17.3675,2023-09-28 04:00:00,Jub,29.966,-98.083,1069,-45.96338131452399,302.7644751725584,46.33570560138142,148.6029838354345,291.10706,299.26245,98300.5,0.0335083,0.11502075,0.0
17.53,2023-09-28 05:00:00,Jub,29.966,-98.083,1069,-55.708043806214064,320.97816481024125,51.20713422623651,169.48962510528307,291.3684,298.2102,98304.56,0.07998657,0.012512207,0.0
17.5425,2023-09-28 06:00:00,Jub,29.966,-98.083,1069,-61.43455831596882,347.8352972989652,51.24192849607113,192.8373903821167,291.43567,298.21423,98276.19,0.0030212402,0.014526367,0.0
17.865,2023-09-28 07:00:00,Jub,29.966,-98.083,1069,-60.64952688526676,19.061796754544115,46.43488724338203,213.8208971080371,291.60034,297.84302,98301.31,0.0,0.0,0.0
18.315,2023-09-28 08:00:00,Jub,29.966,-98.083,1069,-53.778561923647,43.93493447617186,38.14902979860112,230.066695907458,291.8628,297.45593,98292.375,0.0,0.017486572,0.0045166016
18.5575,2023-09-28 09:00:00,Jub,29.966,-98.083,1069,-43.47283296865627,60.55478773502972,27.81259337431053,242.2804717091676,292.33215,296.87225,98253.0,0.0,0.0,0.0045166016
18.95,2023-09-28 10:00:00,Jub,29.966,-98.083,1069,-31.57107301829289,72.1185332929042,16.352863181272024,251.880557715526,292.81458,295.12805,98281.31,0.0,0.019042969,0.016021729
18.9075,2023-09-28 11:00:00,Jub,29.966,-98.083,1069,-18.941127503268643,81.08585737390581,4.304687546950112,260.00764183142763,292.96118,294.9734,98287.625,0.0,0.023040771,0.0134887695
13.03,2023-09-28 12:00:00,Jub,29.966,-98.083,1069,-6.010246540968423,88.8789588755397,-8.006778061182377,267.504310675545,292.9088,294.60278,98303.75,0.0,0.028015137,0.0
,2023-09-28 13:00:00,Jub,29.966,-98.083,1069,6.9563557713201725,96.42439104346238,-20.344973201060625,275.0970314193139,293.45178,295.55518,98326.375,0.0,0.013031006,0.0
,2023-09-28 14:00:00,Jub,29.966,-98.083,1069,19.72196557738068,104.52745178335586,-32.47381535560829,283.61680266563206,293.98798,297.84058,98354.625,0.0,0.014007568,0.0134887695
,2023-09-28 15:00:00,Jub,29.966,-98.083,1069,31.97586255103817,114.16229175360928,-44.04900926160076,294.322996618876,293.18347,302.3683,98408.125,0.0,0.0039978027,0.0014953613
,2023-09-28 16:00:00,Jub,29.966,-98.083,1069,43.18233585297351,126.79761870804052,-54.39585060463935,309.4563627419344,293.0105,303.82336,98414.0,0.0014953613,0.006011963,0.008514404
,2023-09-28 17:00:00,Jub,29.966,-98.083,1069,52.29548220057711,144.62931179900704,-62.01964947983702,332.534670987838,292.87933,305.0547,98374.625,0.0,0.07196045,0.09799194
,2023-09-28 18:00:00,Jub,29.966,-98.083,1069,57.43971727093623,169.28907972932214,-64.30593312034584,3.9840183327516647,292.47192,305.69653,98332.625,0.0,0.36523438,0.15005493
,2023-09-28 19:00:00,Jub,29.966,-98.083,1069,56.693249329294574,197.02689682144452,-59.97961738873998,33.343808866720565,291.84473,306.2646,98229.44,0.0,0.25982666,0.22052002
,2023-09-28 20:00:00,Jub,29.966,-98.083,1069,50.38990354944781,220.09710476329505,-51.18200488284161,53.40761619938656,291.0697,307.23267,98130.25,0.0,0.25143433,0.118011475
,2023-09-28 21:00:00,Jub,29.966,-98.083,1069,40.63575084253262,236.45611665375716,-40.23256355913963,66.65413449823163,290.02502,307.6869,98045.75,0.0,0.20962524,0.023986816
,2023-09-28 22:00:00,Jub,29.966,-98.083,1069,29.104257772251422,248.19057087703808,-28.28198558266498,76.27168215418362,290.8678,306.90845,98014.44,0.025482178,0.3522644,0.06594849
,2023-09-28 23:00:00,Jub,29.966,-98.083,1069,16.683850782262322,257.3349039993495,-15.847815201374,84.0968235508636,289.53345,306.88757,97997.5,0.010009766,0.37802124,0.0
12.97,2023-09-29 00:00:00,Jub,29.966,-98.083,1069,3.835948575779336,265.2055390222438,-3.2020394489119237,91.1818770478332,289.7422,305.80518,98057.625,0.0,0.4611206,0.005004883
17.9725,2023-09-29 01:00:00,Jub,29.966,-98.083,1069,-9.158572789801514,272.7067331884892,9.462799653878758,98.26716900081676,290.2079,304.44934,98114.31,0.0030212402,0.4694519,0.100494385
18.085,2023-09-29 02:00:00,Jub,29.966,-98.083,1069,-22.068068879323967,280.6421562388326,21.9463978917871,106.06740806518836,292.01807,303.08374,98189.0,0.0,0.2934265,0.095947266
17.645,2023-09-29 03:00:00,Jub,29.966,-98.083,1069,-34.60868338465093,290.0125430354765,33.95664916905657,115.5236929831699,292.76282,300.39417,98238.94,0.0014953613,0.14102173,0.01550293
17.2075,2023-09-29 04:00:00,Jub,29.966,-98.083,1069,-46.29051227904745,302.4379030528636,44.96474679763876,128.12905145196473,293.18286,299.97333,98288.125,0.0,0.14047241,0.007507324
16.715,2023-09-29 05:00:00,Jub,29.966,-98.083,1069,-56.07951171789936,320.7244762148781,53.91362809730902,146.18622310361545,293.34167,298.98785,98288.31,0.0,0.035003662,0.0
16.505,2023-09-29 06:00:00,Jub,29.966,-98.083,1069,-61.83213164025383,347.8602554310262,58.88179991271031,171.41402742825483,293.24414,298.49725,98270.81,0.0,0.019989014,0.0
16.5925,2023-09-29 07:00:00,Jub,29.966,-98.083,1069,-60.997949318155314,19.455254299597183,57.93200660063328,199.66291763776215,293.3025,298.32306,98295.94,0.0,0.0025024414,0.0
16.96,2023-09-29 08:00:00,Jub,29.966,-98.083,1069,-54.03742603885956,44.44747704308404,51.52186905994896,222.7787477097676,293.24756,297.71655,98279.625,0.0,0.0014953613,0.0
17.5725,2023-09-29 09:00:00,Jub,29.966,-98.083,1069,-43.6632917849786,61.03662066613531,41.83805257956504,238.98425235885003,293.1173,296.55505,98247.69,0.0,0.0,0.0
17.95,2023-09-29 10:00:00,Jub,29.966,-98.083,1069,-31.72068724115928,72.5513383638786,30.53634184399613,250.5877084590585,293.10632,295.1963,98242.5,0.0,0.0030212402,0.057495117
17.8775,2023-09-29 11:00:00,Jub,29.966,-98.083,1069,-19.06945346303197,81.48393015550062,18.478178920531395,259.66711573803593,293.19843,294.6894,98266.25,0.0,0.006500244,0.06549072
13.06,2023-09-29 12:00:00,Jub,29.966,-98.083,1069,-6.131225260227307,89.25987377663132,6.11196069797451,267.52839026989034,293.35266,294.8656,98299.81,0.0,0.013977051,0.051483154
,2023-09-29 13:00:00,Jub,29.966,-98.083,1069,6.831105871946114,96.80450704837268,-6.284889565428652,275.04809329147935,293.66193,295.51752,98347.25,0.0,0.024505615,0.025970459
,2023-09-29 14:00:00,Jub,29.966,-98.083,1069,19.58054725867612,104.9220236616995,-18.480873244622224,282.97199199358846,293.9856,298.29565,98379.125,0.0,0.027008057,0.013977051
,2023-09-29 15:00:00,Jub,29.966,-98.083,1069,31.80367247102796,114.58434243827244,-30.199172850051035,292.15286276499523,293.37317,302.1505,98429.19,0.0,0.023498535,0.0345459
,2023-09-29 16:00:00,Jub,29.966,-98.083,1069,42.95988421536431,127.24865980069043,-40.998710167240624,303.80149082367507,292.339,303.24176,98460.75,0.0,0.03253174,0.11303711
,2023-09-29 17:00:00,Jub,29.966,-98.083,1069,52.00057539121691,145.0637348824244,-50.066058923026354,319.68354280468355,291.4137,305.03278,98435.44,0.0,0.014526367,0.06549072
,2023-09-29 18:00:00,Jub,29.966,-98.083,1069,57.06940320255545,169.55622087720286,-55.95106828736536,341.4444596004729,290.94543,305.88904,98391.06,0.009979248,0.03302002,0.07904053
,2023-09-29 19:00:00,Jub,29.966,-98.083,1069,56.29615699867108,196.9949673444284,-56.88960393901201,7.332880490526189,290.2434,306.4909,98301.125,0.0,0.040496826,0.080963135
,2023-09-29 20:00:00,Jub,29.966,-98.083,1069,50.02063788874854,219.86739098442035,-52.49582795224424,30.964575304658503,289.25293,307.36877,98215.31,0.019012451,0.099975586,0.09649658
,2023-09-29 21:00:00,Jub,29.966,-98.083,1069,40.30638892256045,236.16373125558175,-44.27393093270943,48.65093964954631,288.2517,308.0802,98156.75,0.01550293,0.0914917,0.0
,2023-09-29 22:00:00,Jub,29.966,-98.083,1069,28.806132160773387,247.89025122663207,-33.878568806364115,61.364294944137335,289.312,307.27612,98108.0,0.0,0.16503906,0.0
,2023-09-29 23:00:00,Jub,29.966,-98.083,1069,16.40579399463441,257.03875125054714,-22.30805860648587,70.99065069869452,289.07275,306.86572,98123.81,0.0,0.43902588,0.0
13.41,2023-09-30 00:00:00,Jub,29.966,-98.083,1069,3.568167751862782,264.9113594522564,-10.088453895737423,78.89922432049275,289.34888,306.09863,98174.56,0.0,0.35205078,0.013519287
18.2925,2023-09-30 01:00:00,Jub,29.966,-98.083,1069,-9.424915150215938,272.40798015561893,2.484715447538537,85.99997302574083,290.32104,304.6773,98234.44,0.0,0.25100708,0.0630188
18.48,2023-09-30 02:00:00,Jub,29.966,-98.083,1069,-22.34211795267093,280.33147037303405,15.210016469229188,92.9953649851031,292.7107,303.01428,98272.31,0.0,0.08804321,0.04348755
18.13,2023-09-30 03:00:00,Jub,29.966,-98.083,1069,-34.90138600420879,289.685620732828,27.89799197044777,100.61331737738456,293.44238,300.57135,98309.375,0.0,0.03955078,0.03253174
17.7125,2023-09-30 04:00:00,Jub,29.966,-98.083,1069,-46.61570000834577,302.1067510201652,40.287361039146376,109.90365470131198,293.73877,300.0522,98351.19,0.0,0.021484375,0.01651001
17.21,2023-09-30 05:00:00,Jub,29.966,-98.083,1069,-56.4495785256642,320.4646186930478,51.88020277303211,122.80009678891857,293.88538,298.71594,98363.0,0.0,0.009002686,0.006011963
16.58,2023-09-30 06:00:00,Jub,29.966,-98.083,1069,-62.2291612409338,347.88378310711994,61.504047971533446,143.10459155096584,293.9099,298.3064,98384.19,0.0,0.010498047,0.0
16.325,2023-09-30 07:00:00,Jub,29.966,-98.083,1069,-61.34517170062973,19.855096809291,66.472939334121,174.9413891078103,293.96277,298.0946,98408.44,0.0,0.010009766,0.0
16.9075,2023-09-30 08:00:00,Jub,29.966,-98.083,1069,-54.29445072648415,44.96459812369498,63.94503945155471,209.7696438808496,294.1078,297.63135,98453.0,0.0,0.0,0.0
17.545,2023-09-30 09:00:00,Jub,29.966,-98.083,1069,-43.85229284956832,61.52016192518186,55.575659110817874,233.86555909597675,294.49854,296.89954,98423.875,0.0,0.0,0.0
18.5275,2023-09-30 10:00:00,Jub,29.966,-98.083,1069,-31.869519091163536,72.9844724243638,44.562282735501554,248.8594069272794,293.93854,295.20605,98447.31,0.0,0.0,0.022521973
17.19,2023-09-30 11:00:00,Jub,29.966,-98.083,1069,-19.19765919984217,81.88169680159851,32.51058552370835,259.2658019102178,293.7865,294.989,98483.31,0.0,0.0014953613,0.044036865
12.93,2023-09-30 12:00:00,Jub,29.966,-98.083,1069,-6.252687207740544,89.6400939424429,20.08797373007489,267.5502432843438,294.00073,295.2887,98515.5,0.0,0.022521973,0.24603271
,2023-09-30 13:00:00,Jub,29.966,-98.083,1069,6.704815452922726,97.18354020062787,7.627153492567603,274.99657948569427,294.22736,296.07092,98566.31,0.0,0.03555298,0.7488098
,2023-09-30 14:00:00,Jub,29.966,-98.083,1069,19.43756817367421,105.31493018563378,-4.642500518540146,282.4223838406233,294.89886,297.85535,98619.0,0.0,0.04147339,0.41098022
,2023-09-30 15:00:00,Jub,29.966,-98.083,1069,31.629471115216777,115.00366725631515,-16.490152599997796,290.52955533734064,294.90417,301.52722,98641.94,0.0,0.050994873,0.2585144
,2023-09-30 16:00:00,Jub,29.966,-98.083,1069,42.73520096160179,127.69498755913855,-27.600895873142782,300.1129221899848,294.34558,302.94165,98675.375,0.0,0.09851074,0.26696777
