nsb,Timestamp_UTC,Timestamp_local
20.067500000000003,2024-08-05 05:00:00,2024-08-05 00:00:00
20.195,2024-08-05 06:00:00,2024-08-05 01:00:00
20.1425,2024-08-05 07:00:00,2024-08-05 02:00:00
20.21,2024-08-05 08:00:00,2024-08-05 03:00:00
20.3325,2024-08-05 09:00:00,2024-08-05 04:00:00
20.215,2024-08-05 10:00:00,2024-08-05 05:00:00
15.623333333333333,2024-08-05 11:00:00,2024-08-05 06:00:00
12.3,2024-08-06 01:00:00,2024-08-05 20:00:00
18.6175,2024-08-06 02:00:00,2024-08-05 21:00:00
20.085,2024-08-06 03:00:00,2024-08-05 22:00:00
20.125,2024-08-06 04:00:00,2024-08-05 23:00:00
20.1575,2024-08-06 05:00:00,2024-08-06 00:00:00
20.215,2024-08-06 06:00:00,2024-08-06 01:00:00
20.06,2024-08-06 07:00:00,2024-08-06 02:00:00
20.2875,2024-08-06 08:00:00,2024-08-06 03:00:00
20.2775,2024-08-06 09:00:00,2024-08-06 04:00:00
19.9375,2024-08-06 10:00:00,2024-08-06 05:00:00
15.74,2024-08-06 11:00:00,2024-08-06 06:00:00
12.58,2024-08-07 01:00:00,2024-08-06 20:00:00
18.825,2024-08-07 02:00:00,2024-08-06 21:00:00
20.159999999999997,2024-08-07 03:00:00,2024-08-06 22:00:00
20.215,2024-08-07 04:00:00,2024-08-06 23:00:00
20.235,2024-08-07 05:00:00,2024-08-07 00:00:00
20.295,2024-08-07 06:00:00,2024-08-07 01:00:00
20.335,2024-08-07 07:00:00,2024-08-07 02:00:00
20.345,2024-08-07 08:00:00,2024-08-07 03:00:00
20.322499999999998,2024-08-07 09:00:00,2024-08-07 04:00:00
20.1875,2024-08-07 10:00:00,2024-08-07 05:00:00
15.979999999999999,2024-08-07 11:00:00,2024-08-07 06:00:00
12.87,2024-08-08 01:00:00,2024-08-07 20:00:00
18.9175,2024-08-08 02:00:00,2024-08-07 21:00:00
20.119999999999997,2024-08-08 03:00:00,2024-08-07 22:00:00
20.175,2024-08-08 04:00:00,2024-08-07 23:00:00
20.225,2024-08-08 05:00:00,2024-08-08 00:00:00
20.29,2024-08-08 06:00:00,2024-08-08 01:00:00
20.34,2024-08-08 07:00:00,2024-08-08 02:00:00
20.3575,2024-08-08 08:00:00,2024-08-08 03:00:00
20.355,2024-08-08 09:00:00,2024-08-08 04:00:00
20.2725,2024-08-08 10:00:00,2024-08-08 05:00:00
16.130000000000003,2024-08-08 11:00:00,2024-08-08 06:00:00
13.1,2024-08-09 01:00:00,2024-08-08 20:00:00
18.955000000000002,2024-08-09 02:00:00,2024-08-08 21:00:00
20.0675,2024-08-09 03:00:00,2024-08-08 22:00:00
20.1475,2024-08-09 04:00:00,2024-08-08 23:00:00
20.1875,2024-08-09 05:00:00,2024-08-09 00:00:00
20.252499999999998,2024-08-09 06:00:00,2024-08-09 01:00:00
20.295,2024-08-09 07:00:00,2024-08-09 02:00:00
20.305,2024-08-09 08:00:00,2024-08-09 03:00:00
20.322499999999998,2024-08-09 09:00:00,2024-08-09 04:00:00
20.225,2024-08-09 10:00:00,2024-08-09 05:00:00
16.276666666666667,2024-08-09 11:00:00,2024-08-09 06:00:00
12.085,2024-08-10 01:00:00,2024-08-09 20:00:00
17.4775,2024-08-10 02:00:00,2024-08-09 21:00:00
17.71,2024-08-10 03:00:00,2024-08-09 22:00:00
17.9975,2024-08-10 04:00:00,2024-08-09 23:00:00
18.695,2024-08-10 05:00:00,2024-08-10 00:00:00
19.265,2024-08-10 06:00:00,2024-08-10 01:00:00
19.79,2024-08-10 07:00:00,2024-08-10 02:00:00
19.96,2024-08-10 08:00:00,2024-08-10 03:00:00
19.997500000000002,2024-08-10 09:00:00,2024-08-10 04:00:00
20.067500000000003,2024-08-10 10:00:00,2024-08-10 05:00:00
16.253333333333334,2024-08-10 11:00:00,2024-08-10 06:00:00
13.62,2024-08-11 01:00:00,2024-08-10 20:00:00
18.892500000000002,2024-08-11 02:00:00,2024-08-10 21:00:00
19.8475,2024-08-11 03:00:00,2024-08-10 22:00:00
20.0,2024-08-11 04:00:00,2024-08-10 23:00:00
20.1325,2024-08-11 05:00:00,2024-08-11 00:00:00
20.207500000000003,2024-08-11 06:00:00,2024-08-11 01:00:00
20.207500000000003,2024-08-11 07:00:00,2024-08-11 02:00:00
20.3325,2024-08-11 08:00:00,2024-08-11 03:00:00
20.3375,2024-08-11 09:00:00,2024-08-11 04:00:00
20.29,2024-08-11 10:00:00,2024-08-11 05:00:00
16.439999999999998,2024-08-11 11:00:00,2024-08-11 06:00:00
13.84,2024-08-12 01:00:00,2024-08-11 20:00:00
17.26,2024-08-12 02:00:00,2024-08-11 21:00:00
15.69,2024-08-19 01:00:00,2024-08-18 20:00:00
18.435000000000002,2024-08-19 02:00:00,2024-08-18 21:00:00
18.2475,2024-08-19 03:00:00,2024-08-18 22:00:00
17.9825,2024-08-19 04:00:00,2024-08-18 23:00:00
17.75,2024-08-19 05:00:00,2024-08-19 00:00:00
17.7025,2024-08-19 06:00:00,2024-08-19 01:00:00
17.7825,2024-08-19 07:00:00,2024-08-19 02:00:00
18.0825,2024-08-19 08:00:00,2024-08-19 03:00:00
18.400000000000002,2024-08-19 09:00:00,2024-08-19 04:00:00
18.6875,2024-08-19 10:00:00,2024-08-19 05:00:00
15.629999999999999,2024-08-19 11:00:00,2024-08-19 06:00:00
14.100000000000001,2024-08-20 01:00:00,2024-08-19 20:00:00
18.634999999999998,2024-08-20 02:00:00,2024-08-19 21:00:00
18.2775,2024-08-20 03:00:00,2024-08-19 22:00:00
17.765,2024-08-20 04:00:00,2024-08-19 23:00:00
17.58,2024-08-20 05:00:00,2024-08-20 00:00:00
16.89,2024-08-20 06:00:00,2024-08-20 01:00:00
17.28,2024-08-20 07:00:00,2024-08-20 02:00:00
17.127499999999998,2024-08-20 08:00:00,2024-08-20 03:00:00
