nsb,Timestamp_UTC,site,lat,lon,elev,sun_alt,sun_az,moon_alt,moon_az
20.32,2024-06-01 03:00:00,LASO,38.266,-86.4,778,-18.484815819454624,320.27204968030605,-45.438453905989185,42.10016316753179
20.33833333,2024-06-01 04:00:00,LASO,38.266,-86.4,778,-24.922795602299743,333.5327552738543,-36.61056439974072,57.17166451625664
20.245,2024-06-01 05:00:00,LASO,38.266,-86.4,778,-28.759928972148103,348.5065023410934,-26.336029371599587,69.02282739790499
20.27833333,2024-06-01 06:00:00,LASO,38.266,-86.4,778,-29.486304676248356,4.39524361397392,-15.269398191012934,78.95522790751743
20.46666667,2024-06-01 07:00:00,LASO,38.266,-86.4,778,-26.992046618064418,19.91581773190928,-3.811443109764731,87.94819848154924
,2024-06-01 08:00:00,LASO,38.266,-86.4,778,-21.63590002634157,33.98991424564361,7.748851766772079,96.77001411845052
,2024-06-01 09:00:00,LASO,38.266,-86.4,778,-14.036339859015957,46.21340732221338,19.13741585445192,106.14784111839661
,2024-06-01 10:00:00,LASO,38.266,-86.4,778,-4.81575158239662,56.75133994179622,30.007038008081583,116.93695112700559
,2024-06-01 11:00:00,LASO,38.266,-86.4,778,5.523101056816243,66.03362103419914,39.81912119254119,130.27754595695137
,2024-06-01 12:00:00,LASO,38.266,-86.4,778,16.6057807444795,74.57247156480072,47.67400114430903,147.55035608269438
,2024-06-01 13:00:00,LASO,38.266,-86.4,778,28.14808073076279,82.94139518830006,52.224512737818664,169.400724054372
,2024-06-01 14:00:00,LASO,38.266,-86.4,778,39.902369647150046,91.8985257298379,52.21636306675089,193.53437596355948
,2024-06-01 15:00:00,LASO,38.266,-86.4,778,51.57418774614462,102.75867587076964,47.670793492753184,215.37662520533067
,2024-06-01 16:00:00,LASO,38.266,-86.4,778,62.60846013813817,118.50297926959949,39.86863350402869,232.68622677173815
,2024-06-01 17:00:00,LASO,38.266,-86.4,778,71.40183885219223,146.73805021541986,30.165218819087972,246.1391344458598
,2024-06-01 18:00:00,LASO,38.266,-86.4,778,73.54150299625861,193.54608411997773,19.466820955096647,257.1260547532293
,2024-06-01 19:00:00,LASO,38.266,-86.4,778,67.05272895651031,231.02530852737485,8.325138993180515,266.7966111648403
,2024-06-01 20:00:00,LASO,38.266,-86.4,778,56.70998072752931,251.06561999736124,-2.8896048015472946,276.01994562050965
,2024-06-01 21:00:00,LASO,38.266,-86.4,778,45.22992076464092,263.5892440338114,-13.866555877698294,285.5359541995585
,2024-06-01 22:00:00,LASO,38.266,-86.4,778,33.47416096095268,273.18875396885545,-24.261705594033447,296.10158845084027
,2024-06-01 23:00:00,LASO,38.266,-86.4,778,21.812308757342393,281.7134880857057,-33.60258413276756,308.5902557811543
,2024-06-02 00:00:00,LASO,38.266,-86.4,778,10.499498979344944,290.10206770577173,-41.1810329334116,323.9304407122764
,2024-06-02 01:00:00,LASO,38.266,-86.4,778,-0.203737609284083,298.98572074407184,-46.01394556727464,342.56377050381167
,2024-06-02 02:00:00,LASO,38.266,-86.4,778,-9.96931690922875,308.8973433285796,-47.12761675502148,3.330123314751485
21.185,2024-06-02 03:00:00,LASO,38.266,-86.4,778,-18.355606059519406,320.3136114109915,-44.23457583950789,23.396771481416252
21.20833333,2024-06-02 04:00:00,LASO,38.266,-86.4,778,-24.78876257423831,333.5490994166082,-37.997936781086175,40.503449328247946
21.29,2024-06-02 05:00:00,LASO,38.266,-86.4,778,-28.626108351309774,348.4899147290447,-29.45267425901253,54.32628759449756
21.36166667,2024-06-02 06:00:00,LASO,38.266,-86.4,778,-29.359801596799468,4.3432399014409775,-19.457088878513563,65.62448938282965
21.33,2024-06-02 07:00:00,LASO,38.266,-86.4,778,-26.879316105309055,19.834297646779067,-8.587354836800904,75.31240707564723
,2024-06-02 08:00:00,LASO,38.266,-86.4,778,-21.540194308026862,33.889224837887085,2.77641810188084,84.17886910799187
,2024-06-02 09:00:00,LASO,38.266,-86.4,778,-13.95755570108496,46.10214945522667,14.351698033753351,92.9222815913453
,2024-06-02 10:00:00,LASO,38.266,-86.4,778,-4.751814097255988,56.63384562108177,25.87136140647931,102.28470600388852
,2024-06-02 11:00:00,LASO,38.266,-86.4,778,5.575013511977446,65.91041432268663,36.99365736732659,113.2525235876508
,2024-06-02 12:00:00,LASO,38.266,-86.4,778,16.648703062888845,74.44117782558926,47.15440823174884,127.3453555350228
,2024-06-02 13:00:00,LASO,38.266,-86.4,778,28.185292186957533,82.79692742422631,55.29373410687935,146.76817840279097
,2024-06-02 14:00:00,LASO,38.266,-86.4,778,39.937915919946,91.73216965108264,59.60742142505584,172.83480713506347
,2024-06-02 15:00:00,LASO,38.266,-86.4,778,51.61421720188404,102.55585437695136,58.44747472584618,201.25012543042783
,2024-06-02 16:00:00,LASO,38.266,-86.4,778,62.664531801913924,118.24307974782108,52.355703689811065,224.68499340571609
,2024-06-02 17:00:00,LASO,38.266,-86.4,778,71.49582000033794,146.44794942820587,43.31147752686071,241.69065790955375
,2024-06-02 18:00:00,LASO,38.266,-86.4,778,73.67243264848317,193.5034195834782,32.8244285315203,254.39415209853402
,2024-06-02 19:00:00,LASO,38.266,-86.4,778,67.17209894708358,231.1655520859609,21.717972791386043,264.74873602948537
,2024-06-02 20:00:00,LASO,38.266,-86.4,778,56.81517110230801,251.20806732833594,10.455574324782166,274.0197962725738
,2024-06-02 21:00:00,LASO,38.266,-86.4,778,45.329194465464624,263.71018949402327,-0.6415726117560098,283.06623040655353
